vt_id,vt_app_type,vt_entry_term,satv_use,satm_use,satcomp_use,act_eng,act_math,act_read,act_sci,act_comp,nc1,nc2,nc3,ncav,EQ1_score-rator1,EQ1_score-rator2,EQ1_score-rator3,EQ1_score-rator4,EQ2_score-rator1,EQ2_score-rator2,EQ2_score-rator3,EQ2_score-rator4,EQ3_score-rator1,EQ3_score-rator2,EQ3_score-rator3,EQ3_score-rator4,EQ4_score-rator1,EQ4_score-rator2,EQ4_score-rator3,EQ4_score-rator4,hs_gpa,college_gpa,vt_major,vt_coll,vt_gpa_1yr,vt_grad_gpa,vt_adm_dec,vt_app_response,enr_after_first_yr,gender,age,ethnic/race,country_citz,residency,state
F188,T,,619,492,1111,22,21,30,26,28,12,11,11,6,4.0:10000001',4.0:10009588',4.0:10968446',4.0:12651839',4.0:10000001',4.0:10009588',4.0:10968446',4.0:12651839',4.0:10000001',4.0:10009588',4.0:10968446',4.0:12651839',4.0:10000001',4.0:10009588',4.0:10968446',4.0:12651839',2.44,1.85,Math,College of Science,2.31,2.35,waitlisted,Enroll,False,Not Available,20,,China,In-State,VA
F189,T,,494,509,1003,27,19,28,26,24,1,1,8,7,1.0:10000001',1.0:10009588',1.0:10968446',1.0:12651839',1.0:10000001',1.0:10009588',1.0:10968446',1.0:12651839',1.0:10000001',1.0:10009588',1.0:10968446',1.0:12651839',1.0:10000001',1.0:10009588',1.0:10968446',1.0:12651839',2.45,3.38,Psychology,Engineering,3.47,1.7,rejected,No Response,False,Not Available,24,Black or African American,China,,MD
F190,T,,579,717,1296,27,28,27,25,35,9,5,10,7,3.0:10000001',3.0:10009588',3.0:10968446',3.0:12651839',3.0:10000001',3.0:10009588',3.0:10968446',3.0:12651839',3.0:10000001',3.0:10009588',3.0:10968446',3.0:12651839',3.0:10000001',3.0:10009588',3.0:10968446',3.0:12651839',2.81,2.04,Computer Science,Education,2.1,2.49,waitlisted,Enroll,False,Female,28,Black or African American,China,In-State,NY
F191,F,,559,671,1230,35,27,20,22,34,5,11,12,6,2.0:10000001',2.0:10009588',2.0:10968446',2.0:12651839',2.0:10000001',2.0:10009588',2.0:10968446',2.0:12651839',2.0:10000001',2.0:10009588',2.0:10968446',2.0:12651839',2.0:10000001',2.0:10009588',2.0:10968446',2.0:12651839',3.45,3.37,Physics,College of Science,2.69,1.72,rejected,,False,Not Available,20,Native American,USA,International,
F192,F,,517,541,1058,26,35,18,28,30,5,7,2,9,2.0:10000001',2.0:10009588',2.0:10968446',2.0:12651839',2.0:10000001',2.0:10009588',2.0:10968446',2.0:12651839',2.0:10000001',2.0:10009588',2.0:10968446',2.0:12651839',2.0:10000001',2.0:10009588',2.0:10968446',2.0:12651839',3.33,1.65,Engineering,Liberal Arts,2.87,3.27,rejected,Enroll,True,Male,17,Black or African American,India,Out-of-State,TX
F193,F,Summer,628,772,1400,26,33,27,25,29,10,3,9,2,1.0:10000001',1.0:10009588',1.0:10968446',1.0:12651839',1.0:10000001',1.0:10009588',1.0:10968446',1.0:12651839',1.0:10000001',1.0:10009588',1.0:10968446',1.0:12651839',1.0:10000001',1.0:10009588',1.0:10968446',1.0:12651839',3.18,2.13,BIOL,Education,2.51,3.4,rejected,No Response,True,Not Available,17,White,Canada,,TX
F194,T,Summer,733,791,1524,33,33,19,20,32,10,2,9,10,2.0:10000001',2.0:10009588',2.0:10968446',2.0:12651839',2.0:10000001',2.0:10009588',2.0:10968446',2.0:12651839',2.0:10000001',2.0:10009588',2.0:10968446',2.0:12651839',2.0:10000001',2.0:10009588',2.0:10968446',2.0:12651839',2.25,3.48,Physics,Business,2.52,1.99,rejected,Enroll,False,Male,26,White,India,Out-of-State,NY
F195,T,Fall,718,739,1457,24,27,32,28,29,3,9,6,3,1.0:10000001',1.0:10009588',1.0:10968446',1.0:12651839',1.0:10000001',1.0:10009588',1.0:10968446',1.0:12651839',1.0:10000001',1.0:10009588',1.0:10968446',1.0:12651839',1.0:10000001',1.0:10009588',1.0:10968446',1.0:12651839',2.3,2.62,Psychology,Liberal Arts,3.25,1.85,rejected,No Response,False,Male,26,Black or African American,Canada,Out-of-State,MD
F196,T,Summer,553,698,1251,28,28,20,24,31,10,12,12,10,2.0:10000001',2.0:10009588',2.0:10968446',2.0:12651839',2.0:10000001',2.0:10009588',2.0:10968446',2.0:12651839',2.0:10000001',2.0:10009588',2.0:10968446',2.0:12651839',2.0:10000001',2.0:10009588',2.0:10968446',2.0:12651839',1.78,1.77,BIOL,Liberal Arts,1.19,2.39,rejected,Enroll,False,,18,Black or African American,China,Out-of-State,
F197,T,Fall,800,625,1425,26,27,24,25,25,12,2,1,1,3.0:10000001',3.0:10009588',3.0:10968446',3.0:12651839',3.0:10000001',3.0:10009588',3.0:10968446',3.0:12651839',3.0:10000001',3.0:10009588',3.0:10968446',3.0:12651839',3.0:10000001',3.0:10009588',3.0:10968446',3.0:12651839',2.53,2.51,Computer Science,Engineering,3.46,3.92,admitted,Enroll,False,Male,17,Hispanics of any race,Canada,International,CA
F198,T,Spring,505,703,1208,22,24,28,27,20,7,7,2,3,4.0:10000001',4.0:10009588',4.0:10968446',4.0:12651839',4.0:10000001',4.0:10009588',4.0:10968446',4.0:12651839',4.0:10000001',4.0:10009588',4.0:10968446',4.0:12651839',4.0:10000001',4.0:10009588',4.0:10968446',4.0:12651839',3.84,3.37,Math,College of Science,2.95,3.25,admitted,Enroll,True,Not Available,23,Black or African American,Canada,International,VA
F199,F,,458,752,1210,27,32,24,28,34,10,5,9,11,3.0:10000001',3.0:10009588',3.0:10968446',3.0:12651839',3.0:10000001',3.0:10009588',3.0:10968446',3.0:12651839',3.0:10000001',3.0:10009588',3.0:10968446',3.0:12651839',3.0:10000001',3.0:10009588',3.0:10968446',3.0:12651839',3.19,1.79,Computer Science,College of Science,1.22,2.67,waitlisted,No Response,False,Male,25,White,USA,Out-of-State,MD
F200,T,Spring,555,721,1276,26,33,22,20,31,12,6,9,8,2.0:10000001',2.0:10009588',2.0:10968446',2.0:12651839',2.0:10000001',2.0:10009588',2.0:10968446',2.0:12651839',2.0:10000001',2.0:10009588',2.0:10968446',2.0:12651839',2.0:10000001',2.0:10009588',2.0:10968446',2.0:12651839',2.11,2.65,Physics,Education,1.05,2.1,rejected,No Response,False,Not Available,23,Native American,China,Out-of-State,VA
